"SUL"	"Reuse"	"DeltaY"	"Method"	"N"	"TQ_Resets"	"sd"	"se"	"ci"
"srv_110pre1"	"srv_098m"	5	"∂L*M"	500	3309.816	10.5772349789347	0.47302832853773	0.929372659847858
"srv_110pre1"	"srv_098m"	5	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098m"	5	"DL*M+"	500	3494.9	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098m"	5	"DL*M"	500	3494.9	23.3082936549678	1.0423785810407	2.04799183470671
"srv_110pre1"	"srv_098s"	3	"∂L*M"	500	3308.472	9.23752562970837	0.413114705038489	0.81165860283833
"srv_110pre1"	"srv_098s"	3	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098s"	3	"DL*M+"	500	3491.9	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098s"	3	"DL*M"	500	3491.9	21.8986095037195	0.979335589260793	1.92412941586093
"srv_110pre1"	"srv_098u"	3	"∂L*M"	500	3277.2	30.87410599259	1.3807319948793	2.71276473141642
"srv_110pre1"	"srv_098u"	3	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098u"	3	"DL*M+"	500	3666.836	76.8906329983423	3.43865364434564	6.7560238804728
"srv_110pre1"	"srv_098u"	3	"DL*M"	500	3625.592	43.0427565774728	1.92493059292411	3.78196771152935
"srv_110pre1"	"srv_098za"	1	"∂L*M"	500	3278.146	30.7005820054106	1.3729717662581	2.69751798216357
"srv_110pre1"	"srv_098za"	1	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_098za"	1	"DL*M+"	500	3519.078	78.5324812879007	3.51207933202952	6.90028548711881
"srv_110pre1"	"srv_098za"	1	"DL*M"	500	3478.924	45.6087990315268	2.03968750013241	4.00743397994035
"srv_110pre1"	"srv_100"	5	"∂L*M"	500	3309.368	10.1701248211492	0.454821808794951	0.893601775401623
"srv_110pre1"	"srv_100"	5	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100"	5	"DL*M+"	500	3493.7	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100"	5	"DL*M"	500	3493.7	22.8024099559586	1.01975477424683	2.00354217656276
"srv_110pre1"	"srv_100f"	3	"∂L*M"	500	3308.864	9.66687130366404	0.432315627294696	0.849383219129168
"srv_110pre1"	"srv_100f"	3	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100f"	3	"DL*M+"	500	3492.6	22.2717773006165	0.996024160478305	1.95691794222556
"srv_110pre1"	"srv_100f"	3	"DL*M"	500	3492.6	22.2717773006165	0.996024160478305	1.95691794222556
"srv_110pre1"	"srv_100h"	3	"∂L*M"	500	3279.004	30.5749184016988	1.36735191905416	2.68647650318912
"srv_110pre1"	"srv_100h"	3	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100h"	3	"DL*M+"	500	3666.428	78.4179032562221	3.50695524667829	6.89021804602732
"srv_110pre1"	"srv_100h"	3	"DL*M"	500	3624.832	43.4921937574511	1.94503003464505	3.82145767542094
"srv_110pre1"	"srv_100m"	1	"∂L*M"	500	3281.086	31.3720738561554	1.40300179475015	2.7565188617541
"srv_110pre1"	"srv_100m"	1	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_100m"	1	"DL*M+"	500	3516.792	78.0760172199495	3.49166563832503	6.86017810311897
"srv_110pre1"	"srv_100m"	1	"DL*M"	500	3478.924	45.4113047290472	2.03085528642215	3.99008107007631
"srv_110pre1"	"srv_101"	3	"∂L*M"	500	3279.352	31.0143172058243	1.38700243095929	2.72508444147708
"srv_110pre1"	"srv_101"	3	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_101"	3	"DL*M+"	500	3766.096	78.2086438185439	3.49759688012666	6.87183138821169
"srv_110pre1"	"srv_101"	3	"DL*M"	500	3725.992	45.0335872873563	2.01396324890398	3.9568927874907
"srv_110pre1"	"srv_101h"	1	"∂L*M"	500	3276.196	31.0995167790076	1.39081267170513	2.73257053345717
"srv_110pre1"	"srv_101h"	1	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_101h"	1	"DL*M+"	500	3524.606	76.3875439960961	3.41615482019053	6.7118197793926
"srv_110pre1"	"srv_101h"	1	"DL*M"	500	3481.334	43.6299620809183	1.95119122137343	3.83356274006954
"srv_110pre1"	"srv_101k"	0	"∂L*M"	500	3278.302	30.8117107450735	1.3779415945809	2.70728234993753
"srv_110pre1"	"srv_101k"	0	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_101k"	0	"DL*M+"	500	3471.196	77.4732068495885	3.46470713901164	6.80721194718104
"srv_110pre1"	"srv_101k"	0	"DL*M"	500	3430.408	44.4304587792504	1.98699052203812	3.90389867826227
"srv_110pre1"	"srv_102"	0	"∂L*M"	500	3308.584	9.36388320181507	0.418765587452538	0.822761057602226
"srv_110pre1"	"srv_102"	0	"Adp"	500	3333	0	0	0
"srv_110pre1"	"srv_102"	0	"DL*M+"	500	3351.362	26.7971478008485	1.19840488171613	2.3545412934108
"srv_110pre1"	"srv_102"	0	"DL*M"	500	3348.398	21.6309822890589	0.967366936368593	1.90061425175309
