"SUL"	"Reuse"	"DeltaD"	"Method"	"N"	"MQ_Symbols"	"sd"	"se"	"ci"
"srv_100h"	"srv_098l"	858	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_098l"	858	"DL*M+"	500	2853.998	46.5215919012457	2.08050883825378	4.08763686272686
"srv_100h"	"srv_098l"	858	"DL*M"	500	2670.122	31.8946649976234	1.42637278108538	2.80243652550329
"srv_100h"	"srv_098m"	746	"∂L*M"	500	2264.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_100h"	"srv_098m"	746	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_098m"	746	"DL*M+"	500	2519.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100h"	"srv_098m"	746	"DL*M"	500	2330.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100h"	"srv_098s"	68	"∂L*M"	500	2265.336	29.4390288024871	1.31655339187871	2.58667114382863
"srv_100h"	"srv_098s"	68	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_098s"	68	"DL*M+"	500	2524.424	31.4306218835067	1.40562014213227	2.76166320581156
"srv_100h"	"srv_098s"	68	"DL*M"	500	2346.358	66.7986673513764	2.98732722008147	5.86928958979161
"srv_100h"	"srv_098u"	0	"∂L*M"	500	2472.296	104.267097587295	4.66296636043593	9.16146705753536
"srv_100h"	"srv_098u"	0	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_098u"	0	"DL*M+"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100h"	"srv_098u"	0	"DL*M"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100h"	"srv_100"	714	"∂L*M"	500	2263.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_100h"	"srv_100"	714	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_100"	714	"DL*M+"	500	2522.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100h"	"srv_100"	714	"DL*M"	500	2333.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100h"	"srv_100f"	68	"∂L*M"	500	2265.806	29.3803126181305	1.31392752428669	2.58151202459375
"srv_100h"	"srv_100f"	68	"Adp"	500	2506	0	0	0
"srv_100h"	"srv_100f"	68	"DL*M+"	500	2522.366	29.6916694456364	1.32785182491793	2.60886950729289
"srv_100h"	"srv_100f"	68	"DL*M"	500	2342.046	60.5771827848431	2.70909397184679	5.32263654943495
"srv_100m"	"null"	0	"L*M"	73	1820	0	0	0
"srv_100m"	"srv_097"	4175	"∂L*M"	500	1523.438	249.997391080575	11.1802232130753	21.9661131445319
"srv_100m"	"srv_097"	4175	"Adp"	500	2107	0	0	0
"srv_100m"	"srv_097"	4175	"DL*M+"	500	6605.42	793.429033286357	35.4832250750048	69.7149351918932
"srv_100m"	"srv_097"	4175	"DL*M"	500	6209.244	647.531657108682	28.958496057562	56.8956083230931
"srv_100m"	"srv_097c"	3901	"∂L*M"	500	1744.002	130.651374118753	5.84290707766575	11.4797312642999
"srv_100m"	"srv_097c"	3901	"Adp"	500	2107	0	0	0
"srv_100m"	"srv_097c"	3901	"DL*M+"	500	4765.4	225.68235431708	10.0928217115037	19.82966345459
"srv_100m"	"srv_097c"	3901	"DL*M"	500	4497.45	107.124314408424	4.79074498120594	9.41251746930207
"srv_100m"	"srv_097e"	3510	"∂L*M"	500	1741.224	126.569813381069	5.66037413239066	11.1211034218944
"srv_100m"	"srv_097e"	3510	"Adp"	500	2107	0	0	0
"srv_100m"	"srv_097e"	3510	"DL*M+"	500	4764.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_100m"	"srv_097e"	3510	"DL*M"	500	4495.362	104.24087142071	4.66179349061047	9.15916268571749
"srv_100m"	"srv_098f"	2429	"∂L*M"	500	1753.044	126.917161944285	5.67590803237543	11.1516233317511
"srv_100m"	"srv_098f"	2429	"Adp"	500	2107	0	0	0
"srv_100m"	"srv_098f"	2429	"DL*M+"	500	4751.4	222.338996261378	9.94330219379025	19.5358980636121
"srv_100m"	"srv_098f"	2429	"DL*M"	500	4488.35	102.871826684719	4.60056794873218	9.03887106411005
"srv_100m"	"srv_098l"	1673	"∂L*M"	500	1626.296	62.0729448710945	2.77598648590729	5.45406223784667
"srv_100m"	"srv_098l"	1673	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_098l"	1673	"DL*M+"	500	2609.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_100m"	"srv_098l"	1673	"DL*M"	500	2504.25	29.1035656762215	1.30155102479322	2.55719555228138
"srv_100m"	"srv_098m"	1561	"∂L*M"	500	1638.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_100m"	"srv_098m"	1561	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_098m"	1561	"DL*M+"	500	2274.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100m"	"srv_098m"	1561	"DL*M"	500	2162.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_100m"	"srv_098s"	883	"∂L*M"	500	1629.642	43.3916525038403	1.94053369309272	3.81262358102114
"srv_100m"	"srv_098s"	883	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_098s"	883	"DL*M+"	500	2276.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_100m"	"srv_098s"	883	"DL*M"	500	2167.438	33.0356908470139	1.47740100835181	2.90269318338366
"srv_100m"	"srv_098u"	815	"∂L*M"	500	1682.016	263.50580707971	11.7843379419235	23.1530351078286
"srv_100m"	"srv_098u"	815	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_098u"	815	"DL*M+"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100m"	"srv_098u"	815	"DL*M"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_100m"	"srv_098za"	0	"∂L*M"	500	1686.09	265.745998599307	11.8845223523323	23.3498703634774
"srv_100m"	"srv_098za"	0	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_098za"	0	"DL*M+"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_100m"	"srv_098za"	0	"DL*M"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_100m"	"srv_100"	1529	"∂L*M"	500	1637.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_100m"	"srv_100"	1529	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_100"	1529	"DL*M+"	500	2277.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100m"	"srv_100"	1529	"DL*M"	500	2165.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_100m"	"srv_100f"	883	"∂L*M"	500	1631.252	43.2047427441847	1.93217483452776	3.79620068592346
"srv_100m"	"srv_100f"	883	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_100f"	883	"DL*M+"	500	2274.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_100m"	"srv_100f"	883	"DL*M"	500	2165.058	30.897312566754	1.38176982442641	2.71480378563046
"srv_100m"	"srv_100h"	815	"∂L*M"	500	1684.368	266.975985680098	11.9395290468142	23.457943632827
"srv_100m"	"srv_100h"	815	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_100h"	815	"DL*M+"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_100m"	"srv_100h"	815	"DL*M"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_100m"	"srv_101"	813	"∂L*M"	500	1682.394	265.954685149757	11.8938550985882	23.368206684345
"srv_100m"	"srv_101"	813	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_101"	813	"DL*M+"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_100m"	"srv_101"	813	"DL*M"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_100m"	"srv_101h"	0	"∂L*M"	500	1703.982	263.296988749528	11.7749993022988	23.1346872080861
"srv_100m"	"srv_101h"	0	"Adp"	500	1820	0	0	0
"srv_100m"	"srv_101h"	0	"DL*M+"	500	1945.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_100m"	"srv_101h"	0	"DL*M"	500	1945.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_101"	"null"	0	"L*M"	73	3143	0	0	0
"srv_101"	"srv_097"	3362	"∂L*M"	500	2697.246	103.619126278218	4.63398820254461	9.10453281902961
"srv_101"	"srv_097"	3362	"Adp"	500	3627	0	0	0
"srv_101"	"srv_097"	3362	"DL*M+"	500	7826.228	827.488132382857	37.0063942916483	72.7075505192804
"srv_101"	"srv_097"	3362	"DL*M"	500	7376.718	639.195820598148	28.5857061158244	56.1631769678967
"srv_101"	"srv_097c"	3088	"∂L*M"	500	2829.656	105.576581176821	4.72152824686795	9.27652531700004
"srv_101"	"srv_097c"	3088	"Adp"	500	3627	0	0	0
"srv_101"	"srv_097c"	3088	"DL*M+"	500	5773.704	226.041788535502	10.1088960984203	19.8612452750071
"srv_101"	"srv_097c"	3088	"DL*M"	500	5053.096	129.66126202432	5.79862791869585	11.3927346992635
"srv_101"	"srv_097e"	2697	"∂L*M"	500	2826.072	101.320513762111	4.53119112574564	8.90256438093506
"srv_101"	"srv_097e"	2697	"Adp"	500	3627	0	0	0
"srv_101"	"srv_097e"	2697	"DL*M+"	500	5775.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_101"	"srv_097e"	2697	"DL*M"	500	5052.646	127.66125283323	5.7091847885578	11.2170031526593
"srv_101"	"srv_098f"	1616	"∂L*M"	500	2836.244	102.710873382627	4.59336989823856	9.02472884274742
"srv_101"	"srv_098f"	1616	"Adp"	500	3627	0	0	0
"srv_101"	"srv_098f"	1616	"DL*M+"	500	5761.052	223.793602341304	10.0083541552942	19.6637075643204
"srv_101"	"srv_098f"	1616	"DL*M"	500	5043.688	126.605689671968	5.66197856889526	11.1242557054509
"srv_101"	"srv_098l"	860	"∂L*M"	500	2642.724	58.1891035120414	2.60229582005393	5.11280708170436
"srv_101"	"srv_098l"	860	"Adp"	500	3143	0	0	0
"srv_101"	"srv_098l"	860	"DL*M+"	500	3490.998	46.5215919012457	2.08050883825378	4.08763686272686
"srv_101"	"srv_098l"	860	"DL*M"	500	3034.122	31.8946649976234	1.42637278108538	2.80243652550329
"srv_101"	"srv_098m"	748	"∂L*M"	500	2628.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_101"	"srv_098m"	748	"Adp"	500	3143	0	0	0
"srv_101"	"srv_098m"	748	"DL*M+"	500	3156.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101"	"srv_098m"	748	"DL*M"	500	2694.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101"	"srv_098s"	70	"∂L*M"	500	2631.808	40.6158889706202	1.81639777409781	3.56873009249459
"srv_101"	"srv_098s"	70	"Adp"	500	3143	0	0	0
"srv_101"	"srv_098s"	70	"DL*M+"	500	3161.424	31.4306218835067	1.40562014213227	2.76166320581156
"srv_101"	"srv_098s"	70	"DL*M"	500	2710.388	66.9495177866408	2.9940734566352	5.88254411902728
"srv_101"	"srv_098u"	2	"∂L*M"	500	2915.072	130.456354912569	5.83418555362686	11.4625958296865
"srv_101"	"srv_098u"	2	"Adp"	500	3143	0	0	0
"srv_101"	"srv_098u"	2	"DL*M+"	500	3367.028	134.333727397974	6.00758692265593	11.8032825958554
"srv_101"	"srv_098u"	2	"DL*M"	500	3064.712	122.643531944639	5.4847854885776	10.7761192526712
"srv_101"	"srv_100"	716	"∂L*M"	500	2627.828	22.8827808475858	1.02334906978864	2.01060399465365
"srv_101"	"srv_100"	716	"Adp"	500	3143	0	0	0
"srv_101"	"srv_100"	716	"DL*M+"	500	3159.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101"	"srv_100"	716	"DL*M"	500	2697.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101"	"srv_100f"	70	"∂L*M"	500	2631.87	39.4710657325099	1.76519972244509	3.46813977565119
"srv_101"	"srv_100f"	70	"Adp"	500	3143	0	0	0
"srv_101"	"srv_100f"	70	"DL*M+"	500	3159.366	29.6916694456364	1.32785182491793	2.60886950729289
"srv_101"	"srv_100f"	70	"DL*M"	500	2706.07	60.7108616100519	2.71507227065317	5.33438228880796
"srv_101"	"srv_100h"	2	"∂L*M"	500	2915.118	134.888271423186	6.03238688539372	11.8520078115417
"srv_101"	"srv_100h"	2	"Adp"	500	3143	0	0	0
"srv_101"	"srv_100h"	2	"DL*M+"	500	3371.928	129.664229612032	5.7987606332529	11.3929954474543
"srv_101"	"srv_100h"	2	"DL*M"	500	3067.932	118.996250324043	5.32167409584284	10.4556495053603
"srv_101h"	"null"	0	"L*M"	73	1820	0	0	0
"srv_101h"	"srv_097"	4175	"∂L*M"	500	1523.438	249.997391080575	11.1802232130753	21.9661131445319
"srv_101h"	"srv_097"	4175	"Adp"	500	2107	0	0	0
"srv_101h"	"srv_097"	4175	"DL*M+"	500	6605.42	793.429033286357	35.4832250750048	69.7149351918932
"srv_101h"	"srv_097"	4175	"DL*M"	500	6209.244	647.531657108682	28.958496057562	56.8956083230931
"srv_101h"	"srv_097c"	3901	"∂L*M"	500	1744.002	130.651374118753	5.84290707766575	11.4797312642999
"srv_101h"	"srv_097c"	3901	"Adp"	500	2107	0	0	0
"srv_101h"	"srv_097c"	3901	"DL*M+"	500	4765.4	225.68235431708	10.0928217115037	19.82966345459
"srv_101h"	"srv_097c"	3901	"DL*M"	500	4497.45	107.124314408424	4.79074498120594	9.41251746930207
"srv_101h"	"srv_097e"	3510	"∂L*M"	500	1741.224	126.569813381069	5.66037413239066	11.1211034218944
"srv_101h"	"srv_097e"	3510	"Adp"	500	2107	0	0	0
"srv_101h"	"srv_097e"	3510	"DL*M+"	500	4764.782	223.694167642508	10.0039073003776	19.6549706977683
"srv_101h"	"srv_097e"	3510	"DL*M"	500	4495.362	104.24087142071	4.66179349061047	9.15916268571749
"srv_101h"	"srv_098f"	2429	"∂L*M"	500	1753.044	126.917161944285	5.67590803237543	11.1516233317511
"srv_101h"	"srv_098f"	2429	"Adp"	500	2107	0	0	0
"srv_101h"	"srv_098f"	2429	"DL*M+"	500	4751.4	222.338996261378	9.94330219379025	19.5358980636121
"srv_101h"	"srv_098f"	2429	"DL*M"	500	4488.35	102.871826684719	4.60056794873218	9.03887106411005
"srv_101h"	"srv_098l"	1673	"∂L*M"	500	1626.296	62.0729448710945	2.77598648590729	5.45406223784667
"srv_101h"	"srv_098l"	1673	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_098l"	1673	"DL*M+"	500	2609.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_101h"	"srv_098l"	1673	"DL*M"	500	2504.25	29.1035656762215	1.30155102479322	2.55719555228138
"srv_101h"	"srv_098m"	1561	"∂L*M"	500	1638.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_101h"	"srv_098m"	1561	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_098m"	1561	"DL*M+"	500	2274.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101h"	"srv_098m"	1561	"DL*M"	500	2162.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101h"	"srv_098s"	883	"∂L*M"	500	1629.642	43.3916525038403	1.94053369309272	3.81262358102114
"srv_101h"	"srv_098s"	883	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_098s"	883	"DL*M+"	500	2276.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_101h"	"srv_098s"	883	"DL*M"	500	2167.438	33.0356908470139	1.47740100835181	2.90269318338366
"srv_101h"	"srv_098u"	815	"∂L*M"	500	1682.016	263.50580707971	11.7843379419235	23.1530351078286
"srv_101h"	"srv_098u"	815	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_098u"	815	"DL*M+"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101h"	"srv_098u"	815	"DL*M"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101h"	"srv_098za"	0	"∂L*M"	500	1686.09	265.745998599307	11.8845223523323	23.3498703634774
"srv_101h"	"srv_098za"	0	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_098za"	0	"DL*M+"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101h"	"srv_098za"	0	"DL*M"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101h"	"srv_100"	1529	"∂L*M"	500	1637.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_101h"	"srv_100"	1529	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_100"	1529	"DL*M+"	500	2277.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101h"	"srv_100"	1529	"DL*M"	500	2165.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101h"	"srv_100f"	883	"∂L*M"	500	1631.252	43.2047427441847	1.93217483452776	3.79620068592346
"srv_101h"	"srv_100f"	883	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_100f"	883	"DL*M+"	500	2274.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_101h"	"srv_100f"	883	"DL*M"	500	2165.058	30.897312566754	1.38176982442641	2.71480378563046
"srv_101h"	"srv_100h"	815	"∂L*M"	500	1684.368	266.975985680098	11.9395290468142	23.457943632827
"srv_101h"	"srv_100h"	815	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_100h"	815	"DL*M+"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101h"	"srv_100h"	815	"DL*M"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101h"	"srv_100m"	0	"∂L*M"	500	1674.582	265.810454405659	11.8874049036232	23.3555337967197
"srv_101h"	"srv_100m"	0	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_100m"	0	"DL*M+"	500	1932.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101h"	"srv_100m"	0	"DL*M"	500	1932.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101h"	"srv_101"	813	"∂L*M"	500	1682.394	265.954685149757	11.8938550985882	23.368206684345
"srv_101h"	"srv_101"	813	"Adp"	500	1820	0	0	0
"srv_101h"	"srv_101"	813	"DL*M+"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101h"	"srv_101"	813	"DL*M"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"null"	0	"L*M"	73	1477	0	0	0
"srv_101k"	"srv_097"	4392	"∂L*M"	500	1289.414	198.122496580531	8.86030740452075	17.4081063708478
"srv_101k"	"srv_097"	4392	"Adp"	500	1715	0	0	0
"srv_101k"	"srv_097"	4392	"DL*M+"	500	6314.556	679.625765569886	30.393788221492	59.7155690222208
"srv_101k"	"srv_097"	4392	"DL*M"	500	6076.356	583.123217371144	26.0780630660053	51.2363369658111
"srv_101k"	"srv_097c"	4118	"∂L*M"	500	1476.952	36.4522596070658	1.63019460829738	3.20289125995152
"srv_101k"	"srv_097c"	4118	"Adp"	500	1715	0	0	0
"srv_101k"	"srv_097c"	4118	"DL*M+"	500	4565.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_101k"	"srv_097c"	4118	"DL*M"	500	4422.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_101k"	"srv_097e"	3727	"∂L*M"	500	1475.644	34.9394733445596	1.56254074992954	3.06996973600252
"srv_101k"	"srv_097e"	3727	"Adp"	500	1715	0	0	0
"srv_101k"	"srv_097e"	3727	"DL*M+"	500	4562.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_101k"	"srv_097e"	3727	"DL*M"	500	4419.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_101k"	"srv_098f"	2646	"∂L*M"	500	1481.094	40.5974070960924	1.8155712395419	3.56710617575992
"srv_101k"	"srv_098f"	2646	"Adp"	500	1715	0	0	0
"srv_101k"	"srv_098f"	2646	"DL*M+"	500	4559.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_101k"	"srv_098f"	2646	"DL*M"	500	4416.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_101k"	"srv_098l"	1890	"∂L*M"	500	1289.96	40.9209414223792	1.83004013447454	3.59553363888918
"srv_101k"	"srv_098l"	1890	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_098l"	1890	"DL*M+"	500	2609.978	45.8842483265115	2.05200596709122	4.03163643402623
"srv_101k"	"srv_098l"	1890	"DL*M"	500	2504.25	29.1035656762215	1.30155102479322	2.55719555228138
"srv_101k"	"srv_098m"	1778	"∂L*M"	500	1295.448	31.731704936804	1.41908498561319	2.78811797954357
"srv_101k"	"srv_098m"	1778	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_098m"	1778	"DL*M+"	500	2274.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101k"	"srv_098m"	1778	"DL*M"	500	2162.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_101k"	"srv_098s"	1100	"∂L*M"	500	1289.26	31.9381353397151	1.42831683388382	2.80625606317403
"srv_101k"	"srv_098s"	1100	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_098s"	1100	"DL*M+"	500	2276.974	40.3195319083272	1.80314428335983	3.54269056970849
"srv_101k"	"srv_098s"	1100	"DL*M"	500	2167.438	33.0356908470139	1.47740100835181	2.90269318338366
"srv_101k"	"srv_098u"	1032	"∂L*M"	500	1372	179.82015063153	8.04180161072708	15.7999639810876
"srv_101k"	"srv_098u"	1032	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_098u"	1032	"DL*M+"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101k"	"srv_098u"	1032	"DL*M"	500	2661.624	110.431503013024	4.93864695189187	9.70310481809372
"srv_101k"	"srv_098za"	217	"∂L*M"	500	1375.738	182.229813053548	8.14956499029624	16.0116898601993
"srv_101k"	"srv_098za"	217	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_098za"	217	"DL*M+"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101k"	"srv_098za"	217	"DL*M"	500	1939.756	98.8173172494414	4.41924477447827	8.68262009438622
"srv_101k"	"srv_100"	1746	"∂L*M"	500	1294.104	30.5103744634477	1.36446542638485	2.68080532620487
"srv_101k"	"srv_100"	1746	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_100"	1746	"DL*M+"	500	2277.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101k"	"srv_100"	1746	"DL*M"	500	2165.072	30.4110585307701	1.36002388285054	2.67207889508164
"srv_101k"	"srv_100f"	1100	"∂L*M"	500	1290.632	32.7899823404004	1.46641258988306	2.88110391465762
"srv_101k"	"srv_100f"	1100	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_100f"	1100	"DL*M+"	500	2274.818	37.8179490525475	1.6912700970224	3.32288806771851
"srv_101k"	"srv_100f"	1100	"DL*M"	500	2165.058	30.897312566754	1.38176982442641	2.71480378563046
"srv_101k"	"srv_100h"	1032	"∂L*M"	500	1375.024	183.502003789576	8.20645908961832	16.1234713693112
"srv_101k"	"srv_100h"	1032	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_100h"	1032	"DL*M+"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101k"	"srv_100h"	1032	"DL*M"	500	2662.604	108.103802190747	4.83454900649403	9.49858052522914
"srv_101k"	"srv_100m"	217	"∂L*M"	500	1368.934	182.431411999601	8.15858076924759	16.0294034260877
"srv_101k"	"srv_100m"	217	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_100m"	217	"DL*M+"	500	1932.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101k"	"srv_100m"	217	"DL*M"	500	1932.7	104.671228770205	4.68103965637219	9.19697619325335
"srv_101k"	"srv_101"	1030	"∂L*M"	500	1373.722	182.478144616075	8.1606707153916	16.0335096047024
"srv_101k"	"srv_101"	1030	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_101"	1030	"DL*M+"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"srv_101"	1030	"DL*M"	500	3355.464	141.437526320646	6.3252784684476	12.4274605131406
"srv_101k"	"srv_101h"	217	"∂L*M"	500	1387.918	180.143539060746	8.05626398094435	15.8283786249168
"srv_101k"	"srv_101h"	217	"Adp"	500	1477	0	0	0
"srv_101k"	"srv_101h"	217	"DL*M+"	500	1945.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_101k"	"srv_101h"	217	"DL*M"	500	1945.244	104.818960560511	4.68764642288344	9.2099567015974
"srv_102"	"null"	0	"L*M"	73	1281	0	0	0
"srv_102"	"srv_097"	4406	"∂L*M"	500	1242.632	176.217689020846	7.88069462977061	15.4834323605092
"srv_102"	"srv_097"	4406	"Adp"	500	1488	0	0	0
"srv_102"	"srv_097"	4406	"DL*M+"	500	6087.556	679.625765569886	30.393788221492	59.7155690222208
"srv_102"	"srv_097"	4406	"DL*M"	500	5975.832	566.393031302307	25.3298663994825	49.7663329848547
"srv_102"	"srv_097c"	4132	"∂L*M"	500	1408.648	30.432620405899	1.36098815922075	2.67397343720723
"srv_102"	"srv_097c"	4132	"Adp"	500	1488	0	0	0
"srv_102"	"srv_097c"	4132	"DL*M+"	500	4338.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_102"	"srv_097c"	4132	"DL*M"	500	4338.48	47.2289184873311	2.11214144482938	4.14978637457948
"srv_102"	"srv_097e"	3741	"∂L*M"	500	1407.556	29.169652058302	1.3045064976476	2.56300225666265
"srv_102"	"srv_097e"	3741	"Adp"	500	1488	0	0	0
"srv_102"	"srv_097e"	3741	"DL*M+"	500	4335.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_102"	"srv_097e"	3741	"DL*M"	500	4335.51	42.21960314569	1.88811805233654	3.70964103108002
"srv_102"	"srv_098f"	2660	"∂L*M"	500	1412.106	33.8932481260955	1.51575213576434	2.97804277058855
"srv_102"	"srv_098f"	2660	"Adp"	500	1488	0	0	0
"srv_102"	"srv_098f"	2660	"DL*M+"	500	4332.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_102"	"srv_098f"	2660	"DL*M"	500	4332.32	41.2371021920114	1.84417927392886	3.62331322173837
"srv_102"	"srv_098l"	1904	"∂L*M"	500	1228.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_102"	"srv_098l"	1904	"Adp"	500	1281	0	0	0
"srv_102"	"srv_098l"	1904	"DL*M+"	500	2424.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_102"	"srv_098l"	1904	"DL*M"	500	2424.954	27.8451897674692	1.24527474332885	2.44662788807285
"srv_102"	"srv_098m"	1792	"∂L*M"	500	1228.836	23.798778702603	1.06431373920989	2.09108848465768
"srv_102"	"srv_098m"	1792	"Adp"	500	1281	0	0	0
"srv_102"	"srv_098m"	1792	"DL*M+"	500	2078.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_102"	"srv_098m"	1792	"DL*M"	500	2078.328	27.3100731634389	1.22134360127884	2.39960966992729
"srv_102"	"srv_098s"	1114	"∂L*M"	500	1225.812	20.7844326668438	0.929508086336601	1.82623185638624
"srv_102"	"srv_098s"	1114	"Adp"	500	1281	0	0	0
"srv_102"	"srv_098s"	1114	"DL*M+"	500	2085.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_102"	"srv_098s"	1114	"DL*M"	500	2085.286	32.3353576555049	1.44608115588954	2.84115814872963
"srv_102"	"srv_098u"	1046	"∂L*M"	500	1104.408	118.848489527322	5.31506603212526	10.4426664483568
"srv_102"	"srv_098u"	1046	"Adp"	500	1281	0	0	0
"srv_102"	"srv_098u"	1046	"DL*M+"	500	3037.944	471.849192204849	21.1017373779681	41.4592036273975
"srv_102"	"srv_098u"	1046	"DL*M"	500	2976.5	412.357990372988	18.4412099507841	36.2319871956801
