"EqO"	"SUL"	"Method"	"Reused"	"EQs"	"MQs"	"TQs"	"Rounds"	"PrefIni"	"SuffIni"	"PrefEnd"	"SuffEnd"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_098za"	7940	1438	9378	8	"9"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_098za"	7940	1125	9065	8	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"Adp"	"srv_100"	7768	1159	8927	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_100"	8680	1118	9798	5	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_097"	"DL*M+"	"srv_100"	7768	1089	8857	4	"10"	"7"	"12"	"5"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_100"	8680	935	9615	5	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"Adp"	"srv_101"	7768	1159	8927	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_101"	7766	1429	9195	6	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_097"	"DL*M+"	"srv_101"	7772	1592	9364	7	"14"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_101"	7766	931	8697	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"Adp"	"srv_101k"	7768	1159	8927	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_101k"	7940	1389	9329	8	"8"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_097"	"DL*M+"	"srv_101k"	7730	1318	9048	5	"8"	"7"	"8"	"4"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_101k"	7940	1125	9065	8	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"Adp"	"srv_102"	7768	1159	8927	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_102"	8463	1051	9514	6	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_097"	"DL*M+"	"srv_102"	7768	1089	8857	4	"7"	"7"	"12"	"5"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_102"	8463	921	9384	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"Adp"	"srv_110pre1"	7768	1159	8927	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097"	"DL*M"	"srv_110pre1"	8787	1030	9817	7	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_097"	"DL*M+"	"srv_110pre1"	7768	1090	8858	4	"6"	"7"	"12"	"5"
"WpMethodHypEQOracle"	"srv_097"	"∂L*M"	"srv_110pre1"	8787	916	9703	7	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_097c"	6316	945	7261	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_097c"	6525	1033	7558	4	"14"	"8"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_097c"	0	948	948	1	"14"	"8"	"14"	"4"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_097c"	6525	779	7304	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_097"	6316	945	7261	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_097"	6525	1189	7714	4	"17"	"8"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_097"	0	1149	1149	1	"17"	"8"	"14"	"4"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_097"	6525	785	7310	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_098l"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_098l"	6525	913	7438	4	"11"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_098l"	6524	878	7402	3	"11"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_098l"	6525	779	7304	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_098m"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_098m"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_098m"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_098m"	6525	777	7302	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_098s"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_098s"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_098s"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_098s"	6525	777	7302	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_098u"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_098u"	6481	1213	7694	6	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_098u"	6481	1213	7694	6	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_098u"	6481	762	7243	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_098za"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_098za"	6481	1091	7572	6	"9"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_098za"	6504	1118	7622	6	"9"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_098za"	6481	754	7235	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_100"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_100"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_100"	6525	899	7424	4	"10"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_100"	6525	777	7302	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_101"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_101"	6481	1311	7792	6	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_101"	6481	1311	7792	6	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_101"	6481	762	7243	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_101k"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_101k"	6481	1042	7523	6	"8"	"7"	"4"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_101k"	6504	1118	7622	6	"8"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_101k"	6481	754	7235	6	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_102"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_102"	6306	806	7112	4	"7"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_102"	6525	903	7428	4	"7"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_102"	6306	677	6983	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"Adp"	"srv_110pre1"	6525	955	7480	4	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M"	"srv_110pre1"	5855	786	6641	5	"6"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_097e"	"DL*M+"	"srv_110pre1"	6525	900	7425	4	"6"	"7"	"10"	"5"
"WpMethodHypEQOracle"	"srv_097e"	"∂L*M"	"srv_110pre1"	5855	673	6528	5	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_097c"	0	613	613	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_097c"	0	359	359	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_097"	0	613	613	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_097"	0	371	371	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_097e"	0	613	613	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_097e"	0	359	359	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_098m"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_098m"	0	525	525	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_098m"	0	546	546	1	"10"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_098m"	0	342	342	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_098s"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_098s"	0	525	525	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_098s"	0	546	546	1	"10"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_098s"	0	342	342	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_098u"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_098u"	1097	851	1948	3	"12"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_098u"	0	889	889	1	"12"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_098u"	1097	396	1493	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_098za"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_098za"	60	671	731	3	"9"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_098za"	0	791	791	1	"9"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_098za"	60	329	389	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_100"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_100"	0	525	525	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_100"	0	546	546	1	"10"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_100"	0	342	342	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_101"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_101"	1097	949	2046	3	"14"	"7"	"5"	"3"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_101"	0	987	987	1	"14"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_101"	1097	396	1493	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_101k"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_101k"	60	622	682	3	"8"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_101k"	0	742	742	1	"8"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_101k"	60	329	389	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_102"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_102"	15	510	525	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_102"	0	546	546	1	"7"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_102"	15	338	353	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"Adp"	"srv_110pre1"	0	546	546	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M+"	"srv_110pre1"	0	546	546	1	"6"	"7"	"11"	"4"
"WpMethodHypEQOracle"	"srv_098l"	"DL*M"	"srv_110pre1"	110	480	590	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_098l"	"∂L*M"	"srv_110pre1"	110	329	439	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_097c"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_097c"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_097"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_097"	0	335	335	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_097e"	0	558	558	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_098m"	"∂L*M"	"srv_097e"	0	327	327	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"Adp"	"srv_098l"	0	497	497	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_098m"	"DL*M"	"srv_098l"	0	546	546	1	"11"	"7"	"10"	"4"
