"EqO"	"SUL"	"Method"	"Reused"	"EQs"	"MQs"	"TQs"	"Rounds"	"PrefIni"	"SuffIni"	"PrefEnd"	"SuffEnd"
"WpMethodHypEQOracle"	"srv_100"	"DL*M"	"srv_110pre1"	107	413	520	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_100"	"DL*M+"	"srv_110pre1"	0	497	497	1	"6"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_100"	"∂L*M"	"srv_110pre1"	107	299	406	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_097c"	0	778	778	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_097c"	0	890	890	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_097c"	0	998	998	1	"14"	"8"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_097c"	0	439	439	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_097"	0	778	778	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_097"	0	1055	1055	1	"17"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_097"	0	1163	1163	1	"17"	"8"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_097"	0	447	447	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_097e"	0	778	778	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_097e"	0	890	890	1	"14"	"8"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_097e"	0	998	998	1	"14"	"8"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_097e"	0	439	439	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_098l"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_098l"	0	658	658	1	"11"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_098l"	0	742	742	1	"11"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_098l"	0	429	429	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_098m"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_098m"	0	609	609	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_098m"	0	693	693	1	"10"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_098m"	0	426	426	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_098s"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_098s"	0	609	609	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_098s"	0	693	693	1	"10"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_098s"	0	426	426	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_098u"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_098u"	0	651	651	1	"12"	"7"	"12"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_098u"	0	693	693	1	"12"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_098u"	0	432	432	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_098za"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_098za"	116	588	704	2	"9"	"7"	"9"	"3"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_098za"	116	423	539	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_098za"	0	693	693	1	"9"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_100"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_100"	0	609	609	1	"10"	"7"	"10"	"4"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_100"	0	693	693	1	"10"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_100"	0	426	426	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_101k"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_101k"	116	567	683	2	"8"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_101k"	0	693	693	1	"8"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_101k"	116	419	535	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_102"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_102"	116	546	662	2	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_102"	0	693	693	1	"7"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_102"	116	415	531	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"Adp"	"srv_110pre1"	0	693	693	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101"	"DL*M"	"srv_110pre1"	118	525	643	3	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_101"	"DL*M+"	"srv_110pre1"	0	693	693	1	"6"	"7"	"14"	"4"
"WpMethodHypEQOracle"	"srv_101"	"∂L*M"	"srv_110pre1"	118	409	527	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_097c"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_097c"	0	799	799	1	"14"	"8"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_097"	0	964	964	1	"17"	"8"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_097c"	0	220	220	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_097"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_097e"	0	448	448	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_097"	0	998	998	1	"17"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_097"	0	225	225	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_097c"	0	833	833	1	"14"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_097e"	0	799	799	1	"14"	"8"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_097e"	0	220	220	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_097e"	0	833	833	1	"14"	"8"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_098l"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_098l"	0	567	567	1	"11"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_098l"	0	595	595	1	"11"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_098l"	0	211	211	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_098m"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_098m"	0	518	518	1	"10"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_098m"	0	546	546	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_098m"	0	207	207	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_098s"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_098s"	0	518	518	1	"10"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_098s"	0	546	546	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_098s"	0	207	207	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_098u"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_098u"	0	595	595	1	"12"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_098u"	0	595	595	1	"12"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_098u"	0	211	211	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_098za"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_098za"	0	448	448	1	"9"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_098za"	0	448	448	1	"9"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_098za"	0	207	207	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_100"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_100"	0	518	518	1	"10"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_100"	0	546	546	1	"10"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_100"	0	207	207	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_101"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_101"	0	693	693	1	"14"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_101"	0	693	693	1	"14"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_101"	0	211	211	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_102"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_102"	0	371	371	1	"7"	"7"	"7"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_102"	0	199	199	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_102"	0	399	399	1	"7"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"Adp"	"srv_110pre1"	0	399	399	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M"	"srv_110pre1"	57	343	400	2	"6"	"7"	"6"	"2"
"WpMethodHypEQOracle"	"srv_101k"	"DL*M+"	"srv_110pre1"	0	399	399	1	"6"	"7"	"8"	"3"
"WpMethodHypEQOracle"	"srv_101k"	"∂L*M"	"srv_110pre1"	57	194	251	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_097c"	0	393	393	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_097c"	0	233	233	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_097"	0	393	393	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_097"	0	237	237	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_097e"	0	393	393	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_097e"	0	233	233	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_098l"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_098l"	0	546	546	1	"11"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_098l"	0	546	546	1	"11"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_098l"	0	230	230	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_098m"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_098m"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_098m"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_098m"	0	227	227	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_098s"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_098s"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_098s"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_098s"	0	227	227	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_098u"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_098u"	494	719	1213	3	"12"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_098u"	0	742	742	1	"12"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_098u"	494	216	710	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_098za"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_098za"	494	574	1068	3	"9"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_098za"	0	595	595	1	"9"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_098za"	494	211	705	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_100"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_100"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_100"	0	497	497	1	"10"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_100"	0	227	227	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_101"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_101"	494	817	1311	3	"14"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_101"	0	840	840	1	"14"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_101"	494	216	710	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_101k"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_101k"	494	525	1019	3	"8"	"7"	"4"	"2"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_101k"	0	546	546	1	"8"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_101k"	494	211	705	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"Adp"	"srv_110pre1"	0	350	350	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_102"	"DL*M"	"srv_110pre1"	50	329	379	2	"6"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_102"	"DL*M+"	"srv_110pre1"	0	350	350	1	"6"	"7"	"7"	"4"
"WpMethodHypEQOracle"	"srv_102"	"∂L*M"	"srv_110pre1"	50	218	268	2	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_097c"	0	338	338	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_097c"	0	778	778	1	"14"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_097c"	0	778	778	1	"14"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_097c"	0	178	178	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_097"	0	338	338	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_097"	0	943	943	1	"17"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_097"	0	943	943	1	"17"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_097"	0	183	183	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_097e"	0	338	338	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_097e"	0	778	778	1	"14"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_097e"	0	778	778	1	"14"	"8"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_097e"	0	178	178	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_098l"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_098l"	0	546	546	1	"11"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_098l"	0	546	546	1	"11"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_098l"	0	169	169	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_098m"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_098m"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_098m"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_098m"	0	165	165	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_098s"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_098s"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_098s"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_098s"	0	165	165	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_098u"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_098u"	399	690	1089	3	"12"	"7"	"3"	"1"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_098u"	0	742	742	1	"12"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_098u"	399	163	562	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_098za"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_098za"	399	545	944	3	"9"	"7"	"3"	"1"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_098za"	0	595	595	1	"9"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_098za"	399	158	557	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_100"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_100"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_100"	0	497	497	1	"10"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_100"	0	165	165	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_101"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_101"	399	788	1187	3	"14"	"7"	"3"	"1"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_101"	0	840	840	1	"14"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_101"	399	163	562	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_101k"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_101k"	399	496	895	3	"8"	"7"	"3"	"1"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_101k"	0	546	546	1	"8"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_101k"	399	158	557	3	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"Adp"	"srv_102"	0	301	301	1	"null"	"null"	"null"	"null"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M"	"srv_102"	0	350	350	1	"7"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"DL*M+"	"srv_102"	0	350	350	1	"7"	"7"	"6"	"3"
"WpMethodHypEQOracle"	"srv_110pre1"	"∂L*M"	"srv_102"	0	157	157	1	"null"	"null"	"null"	"null"
