"SUL"	"Seed"	"Cache"	"CloS"	"CExH"	"EqO"	"Method"	"Reuse"	"Reuse_Resets"	"Reuse_Symbols"	"Rounds"	"MQ_Resets"	"MQ_Symbols"	"EQ_Resets"	"EQ_Symbols"	"L_ms"	"SCEx"	"Q_Size"	"I_Size"	"Correct"	"Info"	"ReusedPref"	"ReusedSuf"	"TQ_Resets"	"TQ_Symbols"
"cli_098j"	"1548860813035"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098za"	"null"	"null"	1	416	2016	0	0	50	4	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098j"	"1548860814213"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_100m"	"null"	"null"	1	776	3848	0	0	28	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098j"	"1548860815165"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_100m"	"456"	"1928"	1	616	2888	0	0	23	2	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098j"	"1548860816038"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_100m"	"776"	"3848"	1	776	3848	0	0	22	3	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098j"	"1548860817049"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_100m"	"null"	"null"	1	416	2016	0	0	52	3	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098j"	"1548860818051"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101"	"null"	"null"	1	776	3848	0	0	33	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098j"	"1548860819041"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101"	"776"	"3848"	1	776	3848	0	0	25	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098j"	"1548860820027"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101"	"776"	"3848"	1	776	3848	0	0	34	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098j"	"1548860821078"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101"	"null"	"null"	1	436	2116	0	0	101	5	12	8	"OK"	"null"	"null"	"null"	436	2116
"cli_098j"	"1548860822071"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101h"	"null"	"null"	1	776	3848	0	0	28	2	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098j"	"1548860823082"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101h"	"456"	"1928"	1	616	2888	0	0	31	3	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098j"	"1548860825091"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101h"	"776"	"3848"	1	776	3848	0	0	33	4	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098j"	"1548860826570"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101h"	"null"	"null"	1	416	2016	0	0	48	4	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098j"	"1548860828759"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_102"	"null"	"null"	1	776	3848	0	0	37	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098j"	"1548860830850"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_102"	"456"	"1928"	1	616	2888	0	0	32	4	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098j"	"1548860830859"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_102"	"776"	"3848"	1	776	3848	0	0	31	5	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098j"	"1548860831757"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_102"	"null"	"null"	1	416	2016	0	0	54	4	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098j"	"1548860832649"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_110-pre1"	"null"	"null"	1	776	3848	0	0	29	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098j"	"1548860833249"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_110-pre1"	"456"	"1928"	1	616	2888	0	0	35	4	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098j"	"1548860834426"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_110-pre1"	"null"	"null"	1	416	2016	0	0	34	3	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098j"	"1548860834441"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_110-pre1"	"776"	"3848"	1	776	3848	0	0	23	2	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098l"	"1548860836787"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098j"	"null"	"null"	1	776	3848	0	0	24	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860837711"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	30	4	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860839133"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	26	4	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860839714"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098j"	"null"	"null"	1	521	2549	0	0	111	4	12	8	"OK"	"null"	"null"	"null"	521	2549
"cli_098l"	"1548860841095"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098m"	"null"	"null"	1	776	3848	0	0	37	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860841859"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	31	4	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860842642"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	38	7	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860843140"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098m"	"null"	"null"	1	521	2549	0	0	101	4	12	8	"OK"	"null"	"null"	"null"	521	2549
"cli_098l"	"1548860844085"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098za"	"null"	"null"	1	776	3848	0	0	24	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860845113"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098za"	"456"	"1928"	2	707	3482	6	16	45	34	12	8	"OK"	"null"	"7/7"	"4/8"	713	3498
"cli_098l"	"1548860846039"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098za"	"776"	"3912"	1	776	3912	0	0	25	3	12	8	"OK"	"null"	"12/7"	"5/8"	776	3912
"cli_098l"	"1548860847104"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098za"	"null"	"null"	2	510	2621	6	16	67	36	12	8	"OK"	"null"	"null"	"null"	516	2637
"cli_098l"	"1548860849532"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_100m"	"null"	"null"	1	776	3848	0	0	31	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860850411"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_100m"	"456"	"1928"	2	707	3482	6	16	31	23	12	8	"OK"	"null"	"7/7"	"4/8"	713	3498
"cli_098l"	"1548860851398"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_100m"	"776"	"3912"	1	776	3912	0	0	38	5	12	8	"OK"	"null"	"12/7"	"5/8"	776	3912
"cli_098l"	"1548860851416"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_100m"	"null"	"null"	2	510	2621	6	16	73	36	12	8	"OK"	"null"	"null"	"null"	516	2637
"cli_098l"	"1548860852152"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101"	"null"	"null"	1	776	3848	0	0	32	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860853114"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101"	"776"	"3848"	1	776	3848	0	0	31	3	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860854116"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101"	"776"	"3848"	1	776	3848	0	0	30	5	12	8	"OK"	"null"	"12/12"	"5/8"	776	3848
"cli_098l"	"1548860855135"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101"	"null"	"null"	1	521	2549	0	0	106	4	12	8	"OK"	"null"	"null"	"null"	521	2549
"cli_098l"	"1548860856127"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101h"	"null"	"null"	1	776	3848	0	0	31	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860857128"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101h"	"456"	"1928"	2	707	3482	6	16	30	21	12	8	"OK"	"null"	"7/7"	"4/8"	713	3498
"cli_098l"	"1548860858113"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101h"	"776"	"3912"	1	776	3912	0	0	44	4	12	8	"OK"	"null"	"12/7"	"5/8"	776	3912
"cli_098l"	"1548860859130"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101h"	"null"	"null"	2	510	2621	6	16	64	34	12	8	"OK"	"null"	"null"	"null"	516	2637
"cli_098l"	"1548860860961"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_102"	"null"	"null"	1	776	3848	0	0	31	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860863014"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_102"	"456"	"1928"	2	707	3482	6	16	39	30	12	8	"OK"	"null"	"7/7"	"4/8"	713	3498
"cli_098l"	"1548860864635"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_102"	"776"	"3912"	1	776	3912	0	0	33	8	12	8	"OK"	"null"	"12/7"	"5/8"	776	3912
"cli_098l"	"1548860865739"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_102"	"null"	"null"	2	510	2621	6	16	65	34	12	8	"OK"	"null"	"null"	"null"	516	2637
"cli_098l"	"1548860866300"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_110-pre1"	"null"	"null"	1	776	3848	0	0	30	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098l"	"1548860866886"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_110-pre1"	"456"	"1928"	2	707	3482	6	16	45	32	12	8	"OK"	"null"	"7/7"	"4/8"	713	3498
"cli_098l"	"1548860868126"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_110-pre1"	"776"	"3912"	1	776	3912	0	0	27	3	12	8	"OK"	"null"	"12/7"	"5/8"	776	3912
"cli_098l"	"1548860868928"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_110-pre1"	"null"	"null"	2	510	2621	6	16	59	34	12	8	"OK"	"null"	"null"	"null"	516	2637
"cli_098m"	"1548860875176"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098j"	"null"	"null"	1	776	3848	0	0	27	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860876093"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	34	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860877237"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	30	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860878177"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098j"	"null"	"null"	1	436	2116	0	0	107	4	12	8	"OK"	"null"	"null"	"null"	436	2116
"cli_098m"	"1548860879055"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098l"	"null"	"null"	1	776	3848	0	0	31	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860880093"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	27	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860881089"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	25	3	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860882226"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098l"	"null"	"null"	1	436	2116	0	0	93	4	12	8	"OK"	"null"	"null"	"null"	436	2116
"cli_098m"	"1548860883270"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098za"	"null"	"null"	1	776	3848	0	0	29	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860884152"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098za"	"456"	"1928"	1	616	2888	0	0	29	4	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098m"	"1548860885154"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098za"	"776"	"3848"	1	776	3848	0	0	37	3	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098m"	"1548860886342"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098za"	"null"	"null"	1	416	2016	0	0	47	3	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098m"	"1548860887119"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_100m"	"null"	"null"	1	776	3848	0	0	56	5	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860888119"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_100m"	"456"	"1928"	1	616	2888	0	0	37	4	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098m"	"1548860889113"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_100m"	"776"	"3848"	1	776	3848	0	0	35	3	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098m"	"1548860890108"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_100m"	"null"	"null"	1	416	2016	0	0	59	4	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098m"	"1548860891112"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101"	"null"	"null"	1	776	3848	0	0	27	3	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860892125"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101"	"776"	"3848"	1	776	3848	0	0	28	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860893130"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101"	"776"	"3848"	1	776	3848	0	0	40	4	12	8	"OK"	"null"	"12/12"	"4/8"	776	3848
"cli_098m"	"1548860894104"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101"	"null"	"null"	1	436	2116	0	0	98	4	12	8	"OK"	"null"	"null"	"null"	436	2116
"cli_098m"	"1548860895131"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101h"	"null"	"null"	1	776	3848	0	0	30	2	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860896131"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101h"	"456"	"1928"	1	616	2888	0	0	21	3	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098m"	"1548860897127"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101h"	"776"	"3848"	1	776	3848	0	0	30	4	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098m"	"1548860898133"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101h"	"null"	"null"	1	416	2016	0	0	51	4	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098m"	"1548860899172"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_102"	"null"	"null"	1	776	3848	0	0	26	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860900138"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_102"	"456"	"1928"	1	616	2888	0	0	39	3	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098m"	"1548860903169"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_102"	"776"	"3848"	1	776	3848	0	0	35	4	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098m"	"1548860903220"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_110-pre1"	"null"	"null"	1	776	3848	0	0	30	4	12	8	"OK"	"null"	"null"	"null"	776	3848
"cli_098m"	"1548860903326"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_102"	"null"	"null"	1	416	2016	0	0	52	3	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098m"	"1548860904144"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_110-pre1"	"456"	"1928"	1	616	2888	0	0	30	4	12	8	"OK"	"null"	"7/7"	"4/8"	616	2888
"cli_098m"	"1548860905145"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_110-pre1"	"776"	"3848"	1	776	3848	0	0	32	4	12	8	"OK"	"null"	"12/7"	"4/8"	776	3848
"cli_098m"	"1548860906140"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_110-pre1"	"null"	"null"	1	416	2016	0	0	54	3	12	8	"OK"	"null"	"null"	"null"	416	2016
"cli_098za"	"1548860907153"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098j"	"null"	"null"	1	456	1928	0	0	27	4	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_098za"	"1548860908180"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	35	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_098za"	"1548860909162"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	34	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_098za"	"1548860910461"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098j"	"null"	"null"	1	264	1096	0	0	60	4	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_098za"	"1548860911502"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098l"	"null"	"null"	1	456	1928	0	0	23	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_098za"	"1548860912398"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	30	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_098za"	"1548860913941"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	31	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
