"SUL"	"Seed"	"Cache"	"CloS"	"CExH"	"EqO"	"Method"	"Reuse"	"Reuse_Resets"	"Reuse_Symbols"	"Rounds"	"MQ_Resets"	"MQ_Symbols"	"EQ_Resets"	"EQ_Symbols"	"L_ms"	"SCEx"	"Q_Size"	"I_Size"	"Correct"	"Info"	"ReusedPref"	"ReusedSuf"	"TQ_Resets"	"TQ_Symbols"
"cli_101h"	"1548861043417"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_102"	"null"	"null"	1	456	1928	0	0	22	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_101h"	"1548861044092"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_102"	"456"	"1928"	1	456	1928	0	0	47	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_101h"	"1548861045077"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_102"	"456"	"1928"	1	456	1928	0	0	39	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_101h"	"1548861046478"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_102"	"null"	"null"	1	256	1056	0	0	55	3	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_101h"	"1548861046835"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_110-pre1"	"null"	"null"	1	456	1928	0	0	24	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_101h"	"1548861047581"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_110-pre1"	"456"	"1928"	1	456	1928	0	0	21	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_101h"	"1548861048811"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_110-pre1"	"456"	"1928"	1	456	1928	0	0	22	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_101h"	"1548861050192"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_110-pre1"	"null"	"null"	1	256	1056	0	0	58	3	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_102"	"1548861050944"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098j"	"null"	"null"	1	456	1928	0	0	28	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861051884"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	26	2	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861052951"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	23	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861053885"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098j"	"null"	"null"	1	264	1096	0	0	53	4	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_102"	"1548861056426"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098l"	"null"	"null"	1	456	1928	0	0	28	4	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861056479"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	38	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861056981"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	29	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861057907"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098l"	"null"	"null"	1	264	1096	0	0	44	2	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_102"	"1548861058955"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098m"	"null"	"null"	1	456	1928	0	0	23	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861059966"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	32	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861061003"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	46	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861062392"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098m"	"null"	"null"	1	264	1096	0	0	50	3	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_102"	"1548861062986"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098za"	"null"	"null"	1	456	1928	0	0	25	4	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861064000"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098za"	"456"	"1928"	1	456	1928	0	0	29	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861064975"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098za"	"456"	"1928"	1	456	1928	0	0	32	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861066128"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098za"	"null"	"null"	1	256	1056	0	0	54	3	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_102"	"1548861067045"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_100m"	"null"	"null"	1	456	1928	0	0	30	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861068990"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_100m"	"456"	"1928"	1	456	1928	0	0	24	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861068942"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_100m"	"456"	"1928"	1	456	1928	0	0	34	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861069979"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_100m"	"null"	"null"	1	256	1056	0	0	54	4	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_102"	"1548861070996"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101"	"null"	"null"	1	456	1928	0	0	25	4	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861072005"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101"	"776"	"3848"	1	776	3848	0	0	18	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861073028"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101"	"776"	"3848"	1	776	3848	0	0	31	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_102"	"1548861074527"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101"	"null"	"null"	1	264	1096	0	0	50	3	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_102"	"1548861075741"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101h"	"null"	"null"	1	456	1928	0	0	25	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861076752"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101h"	"456"	"1928"	1	456	1928	0	0	36	6	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861077286"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101h"	"456"	"1928"	1	456	1928	0	0	26	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861078010"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101h"	"null"	"null"	1	256	1056	0	0	62	4	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_102"	"1548861079084"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_110-pre1"	"null"	"null"	1	456	1928	0	0	20	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_102"	"1548861080048"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_110-pre1"	"456"	"1928"	1	456	1928	0	0	23	2	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861081041"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_110-pre1"	"456"	"1928"	1	456	1928	0	0	37	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_102"	"1548861082009"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_110-pre1"	"null"	"null"	1	256	1056	0	0	54	4	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_110-pre1"	"1548861083012"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098j"	"null"	"null"	1	456	1928	0	0	24	4	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861083997"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	39	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861085019"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098j"	"776"	"3848"	1	776	3848	0	0	39	9	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861086025"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098j"	"null"	"null"	1	264	1096	0	0	53	4	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_110-pre1"	"1548861087036"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098l"	"null"	"null"	1	456	1928	0	0	31	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861088074"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	50	4	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861089065"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098l"	"776"	"3848"	1	776	3848	0	0	34	6	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861090043"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098l"	"null"	"null"	1	264	1096	0	0	50	3	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_110-pre1"	"1548861091115"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098m"	"null"	"null"	1	456	1928	0	0	26	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861092031"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	28	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861093040"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098m"	"776"	"3848"	1	776	3848	0	0	36	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861094048"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098m"	"null"	"null"	1	264	1096	0	0	57	3	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_110-pre1"	"1548861095052"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_098za"	"null"	"null"	1	456	1928	0	0	23	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861096054"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_098za"	"456"	"1928"	1	456	1928	0	0	31	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861097036"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_098za"	"456"	"1928"	1	456	1928	0	0	42	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861098059"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_098za"	"null"	"null"	1	256	1056	0	0	44	4	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_110-pre1"	"1548861099073"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_100m"	"null"	"null"	1	456	1928	0	0	20	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861100086"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_100m"	"456"	"1928"	1	456	1928	0	0	32	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861101059"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_100m"	"456"	"1928"	1	456	1928	0	0	29	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861102111"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_100m"	"null"	"null"	1	256	1056	0	0	39	2	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_110-pre1"	"1548861103027"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101"	"null"	"null"	1	456	1928	0	0	30	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861104117"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101"	"776"	"3848"	1	776	3848	0	0	26	2	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861105033"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101"	"776"	"3848"	1	776	3848	0	0	32	3	7	8	"OK"	"null"	"7/12"	"4/8"	776	3848
"cli_110-pre1"	"1548861106083"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101"	"null"	"null"	1	264	1096	0	0	59	4	7	8	"OK"	"null"	"null"	"null"	264	1096
"cli_110-pre1"	"1548861107079"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_101h"	"null"	"null"	1	456	1928	0	0	27	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861108097"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_101h"	"456"	"1928"	1	456	1928	0	0	24	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861109088"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_101h"	"456"	"1928"	1	456	1928	0	0	40	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861110107"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_101h"	"null"	"null"	1	256	1056	0	0	51	4	7	8	"OK"	"null"	"null"	"null"	256	1056
"cli_110-pre1"	"1548861111200"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"Adp"	"cli_102"	"null"	"null"	1	456	1928	0	0	24	3	7	8	"OK"	"null"	"null"	"null"	456	1928
"cli_110-pre1"	"1548861112092"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M"	"cli_102"	"456"	"1928"	1	456	1928	0	0	24	4	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861113036"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"DL*M+"	"cli_102"	"456"	"1928"	1	456	1928	0	0	30	3	7	8	"OK"	"null"	"7/7"	"4/8"	456	1928
"cli_110-pre1"	"1548861114262"	"Y"	"CloseFirst"	"RivestSchapire"	"WpMethodHypEQOracle"	"∂L*M"	"cli_102"	"null"	"null"	1	256	1056	0	0	47	4	7	8	"OK"	"null"	"null"	"null"	256	1056
